007 PRECIOUS METALS INC	00000#N/A
TELEFONICA CHILE SA	000863614
TELEFONICA DE ARGENTINA SA	001169739
TELEFONICA DEL PERU SA	000888660
TELEFONICA SA	000814052
TELEGLOBE INC	000835904
TELEGLOBE INTL HOLDINGS LTD	001278739
TELEGROUP INC	001037535
TELEHEALTHCARE INC-OLD	001037535
TELEKOMUNIKASI INDONESIA	001127051
TELEMATE.NET SOFTWARE	001088214
TELEMATICS INTL INC	001097859
TELEMEDIA INC  -CL A	001408877
TELEMETRIX INC	000742814
TELEMUNDO GROUP INC  -CL A	000806083
TELENETICS CORP	000810018
TELENT PLC	001122135
TELEPANEL SYSTEMS INC	000910641
TELEPHONE & DATA SYSTEMS INC	001102979
TELEPORT COMM GROUP INC-CL A	001133754
TELESCAN INC	000832175
TELESCIENCES INC	000832175
TELESPHERE COMMUNICATIONS	001014960
TELESTA THERAPEUTICS INC	001127305
TELESTONE TECHNOLOGIES CORP	000817129
TELETEK INC	000312979
TELETOUCH COMMUNICATIONS INC	000928659
TELEWEST COMMUNICATIONS PLC	001482212
TELIDENT INC	001078689
TELIGENT INC	001047021
TELIOS PHARMACEUTICALS INC	000848207
TELKOM SA SOC LTD	001214299
TELLABS INC	000317771
TELLIUM INC	001101680
TELLUS INDUSTRIES INC	000217365
TELMEX CORP SA	000930242
TELMEX-TELEFONOS DE MEXICO	001436223
TELOCITY INC	001102448
TELOS CORP/MD	000320121
TELSCAPE INTERNATIONAL INC	000925928
TELTONE CORP	000096890
TELTREND INC	000943822
TELTRONICS INC	000097052
TELULAR CORP	001364168
TELUM INTERNATIONAL CORP	001364168
TELUS CORP	000868675
TELUS CORP-OLD	000868675
TELVENT GIT SA	001257803
TELYNX INC	000852164
TELZUIT MEDICAL TECH INC	000852164
TEMPEST ENERGY CORP	001065439
TEMPEST TECHNOLOGIES INC	001431673
TEMPLATE SOFTWARE INC	001024752
TENAX THERAPEUTICS INC	001496384
TENFOLD CORP	001332940
TENGASCO INC	001001614
TENGTU INTL CORP	000847597
TENKE MINING CORP	001235687
TENNESSEE BANCORP INC	001357910
TENNESSEE GAS PIPELINE CO	000097142
TENNESSEE VALLEY AUTHORITY	001376986
TERADATA CORP	001592470
TERADATA CORP-OLD	000816761
TERAFORCE TECHNOLOGY CORP	000316672
TERAGLOBAL COMMUNICATIONS CO	001185048
TERAYON COMMUN SYSTEMS INC	001143548
TERMINAL APPLICATIONS GROUP	001488122
TERMINAL DATA CORP	001532687
TERRA ENERGY CORP	001510215
TERRA NETWORKS SA	001097636
TERRA PAYMENTS INC	001244858
TERRAFORM POWER INC	001542034
TERRAPIN 3 ACQUISITION CORP	001608298
TERREMARK WORLDWIDE INC	001390309
TERRESTAR CORP	000913665
TERRITORIAL RESOURCES INC	000319770
TESCO CORP	001022705
TESCORP INC	000865457
TESSERACT GROUP INC	000873601
TETHYS ENERGY INC	001333241
TETON ENERGY CORP	001131072
TETRALOGIC PHARMACEUTICALS	001286284
TETRAPHASE PHARMACEUTICALS	001361248
TEVA PHARMACEUTICALS	000818686
TEXACO INC	000097349
TEXAS AMERICAN RESOURCES	001420433
TEXAS BOTTLING GROUP  -CL A	001177023
TEXAS INSTRUMENTS INC	000097476
TEXAS MICRO INC	000724621
TEXAS NEW MEXICO POWER CO	000022767
TEXAS REGL BCSHS INC  -CL A	000787648
TEXAS VANGUARD OIL CO	000315261
TEXOIL INC	001211722
TEXTMUNICATION HOLDINGS -OLD	001499716
TEXTMUNICATION HOLDINGS INC	001499716
TEXTURA CORP	001565337
TFI TB GDA YTRMLR -ADR -REDH	001300036
TG THERAPEUTICS INC	001422424
TGS NORTH AMERICAN REIT	001437731
TGV SOFTWARE INC	000935495
TGX CORP	000319650
THANE INTERNATIONAL INC	001027882
THAR PHARMACEUTICALS -REDH	001403285
THC BIOMED INTL LTD	001530522
THC HOMECARE INC	000882707
THCG INC	000942378
THE MEET GROUP INC	001028551
THE ONE GROUP HOSPITALITY	000914873
THE9 LTD -ADR	001296774
THEGLOBE.COM INC	001066684
THENETDIGEST.COM INC  -CL A	001420435
THERAPEUTIC DISC CORP  -CL A	000944744
THERAPEUTIC TECH INC	001419051
THERASENSE INC	001073695
THERATECH INC UTAH	000311179
THERATECHNOLOGIES INC	001552374
THERAVANCE BIOPHARMA INC	000922980
THERMO BIOANALYSIS CORP	001280469
THERMO CARDIOSYSTEMS	001453178
THERMO FISHER SCIENTIFIC INC	000886346
THERMO INSTRUMENT SYSTEMS	001379580
THERMO OPTEK CORP	001012368
THERMOQUEST CORP	001497820
THERMOTREX CORP	000875316
THESCORE INC	001557975
THESTREET INC	001080056
THINK NEW IDEAS INC	001014462
THINKENGINE NETWORKS INC	001193401
THIRD POINT REINSURANCE LTD	001341499
THOMSON REUTERS PLC	001075124
THOR ENERGY RESOURCES INC	000003933
THORATEC CORP	000350907
THORNBURG MORTGAGE INC	000892535
THQ INC	000865570
THREE-FIVE SYSTEMS INC	001463007
THREED CAPITAL INC	001170591
THRIVENT FINL FOR LUTHERANS	001300087
THUNDER ENERGY TRUST	001358303
TIAA-CREF	001498445
TIANRONG BLDG MATL HLDGS LTD	001296292
TIANRONG INTERNET PRDS & SRV	000878945
TIBCO SOFTWARE INC	001085280
TIDE WEST OIL CO	000705453
TIDELANDS OIL & GAS CORP	001265283
TIE/COMMUNICATIONS INC	001494406
TIENS BIOTECH GROUP USA INC	001168556
TIG HOLDINGS INC	000897430
TIGER DIRECT INC	001336163
TIGER OIL AND ENERGY INC	001386018
TIGERLOGIC CORP	000820738
TIKAL RESOURCES CORP	001429973
TIMBER LODGE STEAKHOUSE INC	000912287
TIMBERLINE MINERALS	001166078
TIMBERLINE SOFTWARE CORP	001288750
TIME INC	000944309
TIME MANAGEMENT CORP	001156727
TIME WARNER INC	001105705
TIMEFIREVR INC	001432780
TIMELINE INC	000909736
TIMKENSTEEL CORP	001598428
TINSLEY LABORATORIES INC	000098383
TINTRI INC	001353957
TIPPERARY CORP	000098410
TIPPINGPOINT TECHNOLOGIES	001319313
TIS MORTGAGE INVESTMENT	001422789
TITAN CONSOLIDATED INC	001289980
TITAN CORP	000032258
TITAN EXPLORATION INC	001024645
TITAN HOLDINGS INC	001303066
TITAN PHARMACEUTICALS INC	000910267
TITAN TRADING ANALYTICS INC	001076639
TITANIUM TRANSPORTATION GP	001467056
TIVERTON PETROLEUMS  -CL A	001360420
TIVOLI SYSTEMS INC	000900120
TKE ENERGY TRUST	001346336
TKR CABLE I INC	001227922
TL ADMINISTRATION CORP	001205728
TMM INC	000939652
TMS INC	001408398
TN-K ENERGY GROUP INC	001274630
TNFG CORP	000884892
TNP ENTERPRISES INC	000741612
TOBIRA THERAPEUTICS INC	001409690
TOCAGEN INC	001419041
TOCOR INC	000881456
TODAY'S BANCORP INC	001445505
TOKAI PHARMACEUTICALS INC	001404281
TOKIO MARINE HOLDINGS INC	001134000
TOLEDO EDISON CO	000352049
TOLL BROTHERS INC	000794170
TOMPKINS FINANCIAL CORP	001005817
TOP IMAGE SYSTEMS LTD	001021991
TOP TIER SOFTWARE INC	001109427
TOPJOBS.NET PLC  -ADR	001082802
TOPS APPLIANCE CITY INC	000888470
TORC OIL & GAS LTD	001100659
TORCHMARK CORP	000320335
TOREADOR RESOURCES CORP	000098720
TORINO PWR SOLUTIONS INC	001211194
TORO OIL & GAS LTD	001545227
TORONTO DOMINION BANK	000947263
TORPEDO SPORTS USA INC	001126411
TORRINGTON RESOURCES LTD	001139740
TOSCANA ENERGY INCOME CORP	001564246
TOSCO CORP	000074091
TOSHIBA CORP	000098573
TOTAL ENERGOLD CORP	001502077
TOTAL PETROLEUM OF N AMERICA	000098783
TOTAL SA	000879764
TOTALAXCESS.COM INC	000828956
TOUCH AMERICA HOLDINGS	001344441
TOUCH TONE AMERICA INC	000945364
TOUCHSTONE EXPLORATION -OLD	001542708
TOUCHSTONE EXPLORATION INC	001542708
TOUCHSTONE SOFTWARE CORP	000919629
TOUCHTUNES MUSIC CORP	000894568
TOWER AIR INC	000778718
TOWER BANCORP INC	000740942
TOWER REALTY TRUST INC	001037711
TOWER SEMICONDUCTOR LTD	000928876
TOWN & COUNTRY FINANCIAL CP	001071698
TOWN & COUNTRY TRUST	000906110
TOWNE SERVICES INC	001061762
TOYOTA MOTOR CORP	001038794
TOYOTA MOTOR CREDIT CORP	000834071
TPC CORP  -CL A	000868576
TPC LIQUIDATION	001608287
TPG RE FINANCE TRT INC	001615928
TPI ENTERPRISES INC	000096919
TPI RESTAURANT INC	001455519
TPN HOLDINGS PLC  -ADR	001573082
TRACE PRODUCTS	001360927
TRACK DATA CORP	000922811
TRACKER CORP OF AMERICA	000789853
TRACON PHARMACEUTICALS INC	001394319
TRADE DESK INC	001413770
TRADE STREET RESIDENTIAL INC	001600154
TRADEQUEST INTERNATIONAL INC	000029322
TRANS CONTINENTAL ENTMT GRP	000741012
TRANS FINANCIAL INC	000704469
TRANS ORIENT PETROLEUM LTD	000917691
TRANS WORLD AIRLINES	001214773
TRANSACT TECHNOLOGIES INC	001017303
TRANSALTA CORP	001144800
TRANSALTA RENEWABLES INC	001144800
TRANSALTA UTILITIES CORP	001144800
TRANSAMERICA ADVISORS LIFE	000807721
TRANSAMERICA CORP	000099189
TRANSAMERICA FINANCE GROUP	000099193
TRANSAMERICAN ENERGY CORP	000927763
TRANSATLANTIC HOLDINGS INC	000862510
TRANSATLANTIC PETROLEUM LTD	001092289
TRANSCO EXPLORATION  -LP	000099231
TRANSCO REALTY TRUST	000099235
TRANSCOASTAL CORP	001069808
TRANSDERM LABORATORIES CORP	000948704
TRANSENTERIX INC	001423503
TRANSEURO ENERGY CORP	001322771
TRANSFORM LOGIC CORP	000788176
TRANSGLOBE ENERGY CORP	000736744
TRANSIT GROUP INC	000853532
TRANSITION METALS CORP	001346623
TRANSITION SYSTEMS INC/MA	001009301
TRANSMERIDIAN EXPL INC	001351131
TRANSMETA CORP	001001193
TRANSNATIONAL INDUSTRIES INC	000796228
TRANSNATIONAL RE CORP  -CL A	000911628
TRANSPORT AMERICA INC  -REDH	001107795
TRANSTECTOR SYSTEMS INC	000099359
TRANSTEXAS GAS CORP	000904977
TRANSWEST ENERGY INC	000737837
TRANSWITCH CORP	001508886
TRANSWORLD BANCORP/CA	000700613
TRAVELERS CORP	000099429
TRAVELNSTORE INC	001086440
TRAVELOCITY.COM INC	001104172
TRAVELPORT WORLDWIDE LTD	001424755
TRAVELZOO	001464692
TRAVERSE ENERGY LTD	001408769
TRAVLANG INC	000742686
TRECORA RESOURCES	000007039
TREEV INC	000883946
TREGA BIOSCIENCES INC	000887920
TREMONT ADVISERS INC  -CL A	000880320
TREND MICRO INC	001089463
TRENWICK GROUP LTD	001122211
TRESCOM INTERNATIONAL INC	001003958
TRESTLE HOLDINGS INC -OLD	001264581
TREVENA INC	001429560
TRI LINK RESOURCES LTD	001205059
TRI POINTE HOMES INC  -OLD	001438034
TRI-TECH HOLDING INC	001415257
TRI-VALLEY CORP	001471547
TRIAD GUARANTY INC	000911631
TRIAD SYSTEMS CORP	001266792
TRIAN EQUITIES LTD	001473604
TRIANGLE BANCORP INC	000885576
TRIANGLE PHARMACEUTICALS INC	001022622
TRIANT HOLDINGS INC	001021907
TRIBUNE MEDIA CO	000726513
TRIBUNE/SWAB-FOX COS  -CL A	001406944
TRIBUTE PHARMACEUTICALS CDN	001159019
TRICO BANCSHARES	000356171
TRICOM SA  -ADR	001210716
TRICONEX CORP	000743739
TRICORD SYSTEMS INC	001428398
TRIDENT MICROSYSTEMS INC	000859475
TRIDEX CORP	000047254
TRIGAS EXPLORATION INC	001402835
TRIGEN RESOURCES INC	000925655
TRIKON TECHNOLOGIES INC	000868326
TRILOCH RESOURCES INC	001361900
TRIMAX CORP	001208694
TRIMEDYNE INC	000357001
TRIMOL GROUP INC	001011733
TRINAGY INC	001126079
TRINET CORP REALTY TRUST INC	001539081
TRINIDAD CORP	001524910
TRINITY CAPITAL ENTERPRISE	000099771
TRINITY RESOURCES LTD	001451245
TRINSIC INC	001519061
TRINTECH GROUP PLC	001220863
TRINZIC CORP	000863371
TRIO-TECH INTERNATIONAL	000732026
TRIPADVISOR INC	001123970
TRIPATH IMAGING INC	001041426
TRIPLE G SYSTEMS GROUP INC	001438443
TRIPLE P NV	001003471
TRIPOS INC	000920691
TRIQUEST ENERGY CORP	001571918
TRIQUINT SEMICONDUCTOR INC	000913885
TRISTATE CAPITAL HLDGS INC	000838580
TRISURA GROUP LIMITED	001352050
TRITEAL CORP	001000925
TRITON ENERGY LTD	001009404
TRITON NETWORK SYSTEMS INC	001050250
TRIUMPH ENERGY CORP	000779539
TRIVASCULAR TECHNOLOGIES INC	001135526
TRIZEC PROPERTIES INC	001161935
TRIZETTO GROUP INC	001092458
TROPIC AIR CARGO INC	000791027
TROY GROUP INC	001060595
TRUDY CORP	000815098
TRUE NORTH COML REALEST INV	001352626
TRUE NORTH COMMUNICATIONS	000037931
TRUECAR INC	001574792
TRUEVISION INC	001593649
TRULI MEDIA GROUP INC	001192126
TRULIA INC	001349454
TRUNKBOW INTL HOLDINGS LTD	001485933
TRUSCAN REALTY LTD	001374045
TRUST CO NJ JERSEY CITY	001082263
TRUSTED INFORMATION SYS INC	001570035
TRUSTMARK CORP	000036146
TSENG LABORATORIES INC	001324693
TSI INC/MN	000099506
TSL HOLDINGS INC	001536710
TSX CORP	000896560
TTC TECHNOLOGY CORP	001057293
TTI TEAM TELECOM INTL LTD	001026266
TUBEMOGUL INC	001449278
TUBOS DE ACERO DE MEXICO	001144192
TUCKER PROPERTIES CORP	000908257
TUCOWS INC	001117964
TUDOR CORP LTD	001339466
TUDOU HOLDINGS LTD  -ADR	001499599
TULARIK INC	000889057
TUMBLEWEED COMMUNICATIONS CO	001332417
TUNDRA SEMICONDUCTOR CORP	001080883
TURN TECHNOLOGY INC	001563841
TURNER BROADCASTING  -CL B	001229279
TURNSTONE SYSTEMS INC	001054131
TUT SYSTEMS INC	000878436
TV AZTECA SA DE CV	001023025
TV GUIDE INC	000913061
TVA GROUP INC  -CL B	001061171
TVC TELECOM INC	001007367
TVG TECHNOLOGIES LTD	000906332
TVIA INC	001109279
TVSL SA	000895649
TW TELECOM INC	001296335
TWEETER HOME ENTMT GROUP INC	001060390
TWENTY SERVICES INC	000031704
TWENTY-FIRST CENTURY FOX INC	001327237
TWILIO INC	001447669
TWIN STAR PRODUCTIONS INC	000847908
TWINLAB CONSOLIDATED HLDGS	001606399
TWISTEE TREAT CORP	001484513
TWITTER INC	001418091
TWL CORP	000101704
TWO PESOS INC	001282049
TWO WAY TV (US) INC	001511885
TXCO RESOURCES INC	000313395
TYCOM LTD	001108511
TYLAN GENERAL INC	000894776
TYLER RESOURCES INC	001393290
TYLER TECHNOLOGIES INC	000860731
TYME TECHNOLOGIES INC	001293499
U S AIR INC	001054422
U S B HOLDING CO INC	000910107
U S BANCORP	000910107
U S BANCORP-OLD	000919092
U S BANCORP/DE-OLD	000919092
U S BIOSCIENCE INC	000847562
U S DELIVERY SYSTEMS INC	001289697
U S ENERGY CORP/WY	001268873
U S GLOBAL INVESTORS INC	000754811
U S HOME CORP	001119526
U S INTERACTIVE INC	000778424
U S PAGING CORP	000855683
U S RESTAURANT PROPERTIES	001305793
U S ROBOTICS CORP	001066822
U S SURGICAL CORP	001313030
U S TRUST CORP	001145694
U S WEST  -CONSOLIDATED	001045639
U S WEST COMMUNICATIONS INC	000068622
U S WIRELESS CORP	000912083
UAGH INC	001070699
UBICS INC	001045445
UBIQUITI NETWORKS INC	001116907
UBIQUITY INC	001373055
UBS GROUP AG	001610520
UCP INC	001443964
UDC HOMES INC  -LP	000890326
UDR INC	001410416
ULSTER PETROLEUM LTD	001026217
ULTICOM INC	001103184
ULTIMA ENERGY TRUST	001013622
ULTIMAP CORP	001330241
ULTIMATE ELECTRONICS INC	000911626
ULTIMATE SOFTWARE GROUP INC	001016125
ULTRA PETROLEUM CORP	001022646
ULTRADATA CORP	001005406
ULTRAGENYX PHARMACEUTICAL	000819546
ULTRAMAR CAPITAL CORP	001337278
ULTRAMAR DIAMOND SHAMROCK	000887207
ULTRATECH INC	000909791
ULURU INC	000894556
UMB FINANCIAL CORP	000101382
UMEWORLD LTD	001114936
UMH PROPERTIES INC	001560248
UNAPIX ENTERTAINMENT INC	000902787
UNAVEST CAPITAL CORP  -CL A	001549679
UNB CORP/OH	000746481
UNI CORE HOLDINGS CORP-OLD	001088312
UNIBANCO UNIAO DE BANCO	001042570
UNICA CORP	001138804
UNICARE FINANCIAL CORP	001055684
UNICO AMERICAN CORP	001617990
UNICOM CORP	000918040
UNICOMP INC	000792341
UNIFIEDONLINE INC	001338169
UNIGRAPHICS SOLUTIONS INC	001055246
UNILAVA CORP	000923168
UNIMAR CO  -LP	000752290
UNIMED PHARMACEUTICALS INC	000100759
UNIOIL	001557245
UNION BANKSHARES CORP	000883948
UNION BANKSHARES LTD/CO	000895688
UNION NATIONAL FINANCIAL CP	000801960
UNION OIL CO OF CALIFORNIA	000100880
UNION PACIFIC RESOURCES GRP	000949061
UNION PLANTERS CORP	000100893
UNION TEXAS PETRO HLDGS INC	000892970
UNION VALLEY CORP	001086946
UNIONAMERICA HLDGS PLC  -ADR	001563723
UNIQUEST INC	000766887
UNISON SOFTWARE INC	001408838
UNISPHERE NETWORKS INC	001120166
UNISYS CORP	000746838
UNIT CORP	000798949
UNIT INSTRUMENTS INC	000350067
UNITED AIRLINES INC	000932985
UNITED AIRLINES INC -OLD	000932985
UNITED AMERICAN HEALTHCARE	001369288
UNITED ARTISTS ENT  -CL A	000889599
UNITED ASSET MGMT CORP	000796370
UNITED BANCORP INC/OH	001196969
UNITED BANKS OF COLORADO	000216196
UNITED BANKSHARES INC/WV	000729986
UNITED CANNABIS CORP	001436161
UNITED CAROLINA BANCSHARES	001012872
UNITED COAST CORP	001351720
UNITED CONTINENTAL HLDGS INC	001301867
UNITED COUNTIES BANCORP	000101124
UNITED DEV FUNDING III LP	000948556
UNITED DEV FUNDING IV	000948556
UNITED EDUCATION & SOFTWARE	001096938
UNITED FINANCIAL CORP/MN	001319919
UNITED FIRE GROUP INC	000101199
UNITED GUARANTY CORP-REDH	001416283
UNITED HOME LIFE INS CO	001573214
UNITED INTER-MOUNTAIN TEL CO	001401521
UNITED INVESTORS MGMT CO	000809766
UNITED MERIDIAN CORP	000818885
UNITED NATIONAL BANCORP/NJ	000831959
UNITED OVERSEAS BANK LTD	001438015
UNITED PANAM FINANCIAL CORP	001049231
UNITED PARCEL SERVICE INC	001090727
UNITED SATELLITE AMER INC	001435587
UNITED SOFTWARE SECURITY INC	001072962
UNITED STATES EXPLORATION	001344691
UNITED STATES STEEL CORP	001053136
UNITED SYSTEMS TECHNOLOGY	001156928
UNITED TELEPHONE CO OF MINN	000037664
UNITED TELEPHONE CO-INDIANA	000101841
UNITED TELEPHONE CO-OHIO	000101841
UNITED TELEPHONE CO-PA	000101841
UNITED TELEPHONE-CAROLINAS	000101841
UNITED TELEVISION INC	000352942
UNITED THERAPEUTICS CORP	001082554
UNITED TRANSNET INC	001002223
UNITED-GUARDIAN INC	001519753
UNITEDGLOBALCOM INC  -CL A	001134061
UNITI GROUP INC	001543861
UNITRODE CORP	000101911
UNITRONIX CORP	000835270
UNIVAX BIOLOGICS INC	001295756
UNIVEC INC	001029825
UNIVERCELL HOLDINGS INC	000894680
UNIVERSAL DETECTION TECHNOL	001313454
UNIVERSAL DISPLAY CORP	001543853
UNIVERSAL DYNAMICS INC	001072772
UNIVERSAL GTY INVT CO	001350522
UNIVERSAL HEALTH RLTY INCOME	000798783
UNIVERSAL INSURANCE HLDGS	001011378
UNIVERSITY BANCORP INC	001472702
UNIVERSITY BK & TR PALO CA	001406249
UNIVEST CORP OF PENNSYLVANIA	000102212
UNIVISION COMMUNICATIONS INC	001017008
UNIVISION HOLDINGS INC -REDH	001160567
UNIWAT CAPITAL CORP	001480045
UNIZAN FINANCIAL CORP	000746481
UNO RESTAURANT CORP	000812075
UNOCAL CORP	001019370
UNOCAL EXPLORATION CORP	000716039
UNS ENERGY CORP	000941138
UNSI CORP	000810624
UNVL STAINLESS & ALLOY PRODS	001324490
UNX ENERGY CORP	001177718
UPD HOLDING CORP	001270370
UPHONIA INC	001592998
UPLAND SOFTWARE INC	001329413
UPPER PENINSULA ENERGY CORP	001347635
UPROAR INC	001101179
UPTON RESOURCES INC	001183306
UPWARD TECHNOLOGY CORP	000062600
URALSVYAZINFORM OJSC	001098856
URBAN EDGE PROPERTIES	001163586
URBAN SHOPPING CENTERS INC	000907077
URBANA CORP	001058330
URBANIMMERSIVE INC	001339233
URETHANE TECHNOLOGIES INC	000858482
UROGEN PHARMA LTD	001003929
UROLOGIX INC	000882873
UROQUEST MEDICAL CORP	000948456
URSTADT BIDDLE PROPERTIES	001388697
URSUS TELECOM CORP	001054748
URTHECAST CORP	001429273
US AIRWAYS GROUP INC	000701345
US AIRWAYS GROUP INC-OLD	000701345
US BIOMEDICAL CORP	001467519
US CAPITAL GROUP INC	000807906
US CELLULAR CORP	001425658
US DATA AUTHORITY INC	001022962
US DATAWORKS INC	001049505
US HOMES & PROPERTIES INC	000934395
US LAN SYSTEMS CORP	000910616
US LEC CORP	001307321
US ONCOLOGY INC	000943061
US SEARCH.COM INC	001083087
US WEST NEWVECTOR GRP  -CL A	001054100
US WIRELESS DATA INC	001173038
USA BROADBAND INC	001105947
USA MOBILE COMM HLDGS  -CL A	001320151
USANA HEALTH SCIENCES INC	000896264
USCI INC	000907069
USCS INTL INC	001012459
USDATA CORP	000943895
USF&G CORP	000354396
USINTERNETWORKING INC	001076732
USLD COMMUNICATIONS CORP	000858764
USLICO CORP	000750234
USLIFE CORP	000102420
USN COMMUNICATIONS INC	000926134
USOL HOLDINGS INC	001035271
USP REAL ESTATE INVT TRUST	000102438
UST CORP	000316901
UST LIQUIDATING CORP	000817820
USTEL INC	000919274
USWEB CORP	001010724
USX CORP-CONSOLIDATED	000101778
UTAH MEDICAL PRODUCTS INC	000706698
UTD INVESTORS REALTY TRUST	001421808
UTG INC	001018402
UTS ENERGY CORP	001298537
UTSTARCOM HOLDINGS CORP	001041700
UUNET TECHNOLOGIES INC	000913692
V BAND CORPORATION	000731181
V-ONE CORP	001074652
V3 SEMICONDUCTOR INC	001063199
VAALCO ENERGY INC	000801981
VACATION PUBLICATIONS INC	001057507
VACCINOGEN INC	001453001
VALEANT PHARMACEUTICALS -OLD	001485505
VALEANT PHARMACEUTICALS INTL	000930184
VALERITAS HOLDINGS INC	000847642
VALERO ENERGY CORP	000021271
VALID LOGIC SYSTEMS INC	001114040
VALIDIAN CORP	001100644
VALKYRIES PETROLEUM CORP	001568390
VALLEY BANCORP INC PA	001295334
VALLEY BANCORPORATION/WI	001295334
VALLEY FORGE SCIENTIFIC CORP	000836429
VALLEY HIGH MINING CO	001301838
VALLEY NATIONAL BANCORP	000714310
VALLEY NATIONAL CORP ARIZONA	001074011
VALLICORP HOLDINGS INC	000849865
VALOR COMMUNICATIONS GROUP	001091726
VALOR ENERGY CORP	001081242
VALUE AMERICA INC	001371647
VALUE PROPERTY TRUST	000079259
VANCEINFO TECHNOLOGIES -ADR	001474642
VANGUARD AIRLINES INC	000891190
VANGUARD CELLULAR SYS  -CL A	001273878
VANGUARD R E FUND I	000799127
VANGUARD REAL ESTATE FD II	000799127
VANTAGE ENERGY INC-REDH	001562688
VANTAGE POINT ENERGY INC	001422902
VANTAGEMED CORP	001099531
VANTIVE CORP	000947549
VANZETTI SYSTEMS INC	001446754
VAQUERO ENERGY LTD	001341326
VARCO INTERNATIONAL INC	000102993
VARCO INTERNATIONAL-OLD	000102993
VARIAN INC	001079028
VARIAN MEDICAL SYSTEMS INC	000203527
VARONIS SYSTEMS INC	001361113
VARSITY GROUP INC	001069502
VASAMED INC	001410152
VASCULAR BIOGENICS LTD	001211621
VASCULAR SOLUTIONS INC	001030206
VASTAR RESOURCES INC	000918252
VASTERA INC	001075056
VAUGHAN FOODS INC	001371833
VAXIL BIO LTD	001036968
VBI VACCINES INC	000912961
VDC COMMUNICATIONS INC	000784961
VECTRA BANKING CORP	000862695
VEECO INSTRUMENTS INC	000103145
VEEVA SYSTEMS INC	001393052
VELOCITY EXPRESS CORP	001133429
VELTI PLC	001490412
VELVET EXPLORATION LTD	001339684
VENCAP EQUITIES ALBA LTD	001498990
VENCORE HOLDING CORP -REDH	000792684
VENDTEK SYSTEMS INC	001532686
VENTAS INC	000740260
VENTRITEX INC	000793354
VENTURA CNTY NATL BANCORP	001563715
VENTURI VENTURES INC	001025950
VENUS EXPLORATION INC	000312037
VERADO HOLDINGS INC	001061583
VERAMARK TECHNOLOGIES INC	000747605
VEREX LABORATORIES INC	001374353
VERIDIAN CORP	001095901
VERIDICOM INTERNATIONAL INC	000710217
VERINT SYSTEMS INC	001166388
VERIO INC	001040956
VERISIGN INC	001126653
VERISITY LTD	001121936
VERIT INDUSTRIES	001512347
VERITAS SOFTWARE CORP	001345839
VERITEC INC	000773318
VERITEX HOLDINGS INC	001430738
VERITONE INC	001532141
VERITY INC	001354433
VERIZON COMMUNICATIONS INC	000732712
VERIZON INC / DE	001512059
VERIZON INC/CA	001512059
VERIZON INC/FL	001512059
VERIZON INC/HI	001512059
VERIZON INC/MD	001512059
VERIZON INC/NJ	001512059
VERIZON INC/NORTH	001512059
VERIZON INC/NORTHWEST	001512059
VERIZON INC/PA	001512059
VERIZON INC/VA	001512059
VERIZON INC/WV	001512059
VERIZON NEW ENGLAND INC	000071344
VERIZON NEW YORK INC	000071689
VERIZON SOUTH INC	000040878
VERIZON WASHINGTON INC/DC	000019719
VERMILION ENERGY INC	001027820
VERMONT FINANCIAL SERVICES	001502885
VERMONT RESEARCH INC	000885040
VERMONT YANKEE NUCLEAR POWER	001108955
VERNALIS PLC	000851616
VERO SOFTWARE PLC	001219661
VERONEX TECHNOLOGIES INC	000781894
VERSA SERVICES LTD	001562280
VERSABANK	001613117
VERSANT CORP	000865917
VERSARTIS INC	001035108
VERSATA INC	001034397
VERSATILE SYSTEMS INC	001494177
VERSATILITY INC	001023393
VERSO TECHNOLOGIES INC	001395873
VERSUS SYSTEMS INC	001515001
VERTEL CORP	000880458
VERTEX COMMUNICATIONS CORP	001619125
VERTEX PHARMACEUTICALS INC	001606750
VERTICAL COMMUNICATIONS INC	001289268
VERTICAL COMPUTER SYS INC	000877931
VERTICAL HEALTH SOLUTNS -OLD	001163332
VERTICALNET INC	001043946
VERTIV CO -SPN	001501709
VESTA INSURANCE GROUP INC	000911576
VESTAR INC	001085080
VET ONLINE SUPPLY INC	001517171
VG LIFE SCIENCES INC	001484505
VGS SEISMIC CANADA INC	001381593
VHGI HOLDINGS INC	001556411
VIA NET.WORKS INC	001098402
VIADOR INC	001089026
VIAGENE INC	001560146
VIAMET PHARMACEUTICALS -REDH	001126247
VIANET TECH GROUP LTD	001213333
VIANET TECHNOLOGIES INC	000894502
VIANT CORP	001028122
VIASAT INC	000797721
VIASOFT INC	001139710
VIASYS HEALTHCARE INC	001123361
VIATEL INC	000945771
VIAVI SOLUTIONS INC	001303143
VIB CORP	001051345
VICAL INC	000819050
VICORP RESTAURANTS INC	000703799
VICTORIA BANKSHARES INC	000103466
VICTORIA FINANCIAL CORP	000720479
VICTORIA INDUSTRIES INC-OLD	001111118
VICURON PHARMACEUTICALS INC	001052547
VIDABLE INC	001262574
VIDAMED INC	000929900
VIDEO SENTRY CORP	000889927
VIDEO SERVICES CORP	000924395
VIDEOCON D2H LTD  -ADR	001306645
VIDEOLAN TECHNOLOGIES INC	000892020
VIDEONICS INC	000932113
